0,3
0,10
0,11
0,18
0,20
0,23
0,25
0,28
0,32
0,33
0,37
0,42
0,43
0,44
0,47
0,48
0,50
0,52
0,53
0,54
0,55
0,64
0,66
0,69
0,72
0,74
0,77
0,79
0,80
0,82
0,84
0,86
0,92
0,94
0,95
0,99
0,100
0,101
0,102
0,105
0,106
0,108
0,109
0,110
0,111
0,112
0,113
0,114
0,118
0,119
0,120
0,121
0,122
0,125
0,126
0,129
0,131
0,132
0,137
0,138
0,141
0,142
0,143
0,146
0,148
1,2
1,3
1,4
1,7
1,8
1,11
1,14
1,16
1,17
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,27
1,28
1,30
1,33
1,35
1,36
1,39
1,40
1,43
1,44
1,45
1,46
1,48
1,51
1,53
1,54
1,55
1,57
1,58
1,59
1,60
1,61
1,63
1,71
1,72
1,73
1,75
1,76
1,78
1,79
1,80
1,82
1,85
1,89
1,91
1,92
1,94
1,95
1,97
1,98
1,99
1,101
1,105
1,106
1,107
1,108
1,111
1,113
1,115
1,116
1,117
1,122
1,124
1,126
1,127
1,129
1,135
1,136
1,137
1,142
1,144
1,146
2,5
2,6
2,7
2,9
2,12
2,13
2,14
2,16
2,17
2,18
2,19
2,22
2,25
2,26
2,28
2,29
2,30
2,31
2,32
2,36
2,39
2,40
2,44
2,47
2,49
2,50
2,51
2,52
2,54
2,56
2,58
2,59
2,60
2,61
2,63
2,64
2,66
2,68
2,69
2,70
2,74
2,77
2,78
2,82
2,84
2,91
2,93
2,94
2,96
2,99
2,102
2,103
2,105
2,107
2,112
2,114
2,118
2,122
2,124
2,127
2,129
2,130
2,135
2,140
2,142
2,144
2,147
2,148
3,5
3,7
3,9
3,12
3,14
3,15
3,16
3,17
3,21
3,23
3,26
3,27
3,28
3,30
3,31
3,34
3,38
3,41
3,44
3,45
3,47
3,50
3,52
3,54
3,56
3,59
3,60
3,65
3,70
3,71
3,75
3,76
3,81
3,82
3,84
3,90
3,91
3,92
3,97
3,103
3,107
3,112
3,114
3,115
3,116
3,119
3,123
3,124
3,127
3,128
3,130
3,132
3,133
3,134
3,137
3,139
3,141
3,142
3,143
3,144
3,148
4,5
4,7
4,8
4,9
4,10
4,11
4,12
4,13
4,14
4,17
4,22
4,23
4,25
4,27
4,29
4,30
4,31
4,32
4,33
4,34
4,38
4,39
4,41
4,42
4,44
4,45
4,46
4,47
4,49
4,52
4,53
4,54
4,56
4,57
4,58
4,59
4,62
4,68
4,73
4,76
4,77
4,79
4,80
4,83
4,84
4,85
4,86
4,91
4,93
4,94
4,96
4,103
4,104
4,106
4,115
4,117
4,120
4,122
4,123
4,125
4,126
4,130
4,131
4,132
4,133
4,134
4,136
4,139
4,140
4,142
4,143
4,145
4,146
4,148
5,6
5,10
5,11
5,13
5,18
5,19
5,20
5,21
5,22
5,23
5,29
5,34
5,37
5,40
5,43
5,46
5,47
5,49
5,51
5,52
5,53
5,54
5,61
5,62
5,63
5,65
5,66
5,68
5,71
5,73
5,74
5,75
5,76
5,78
5,80
5,81
5,83
5,84
5,85
5,88
5,93
5,95
5,100
5,101
5,104
5,105
5,108
5,110
5,111
5,112
5,115
5,116
5,119
5,121
5,123
5,124
5,126
5,130
5,131
5,133
5,134
5,135
5,136
5,137
5,140
5,141
5,146
5,149
6,9
6,16
6,17
6,18
6,20
6,23
6,26
6,28
6,31
6,34
6,35
6,36
6,37
6,38
6,43
6,44
6,46
6,47
6,48
6,50
6,55
6,59
6,60
6,61
6,62
6,66
6,68
6,70
6,73
6,75
6,82
6,88
6,89
6,97
6,99
6,101
6,102
6,103
6,104
6,106
6,107
6,109
6,110
6,115
6,120
6,121
6,124
6,126
6,128
6,129
6,131
6,137
6,138
6,139
6,141
6,142
6,143
6,146
6,147
6,148
7,8
7,10
7,12
7,17
7,18
7,21
7,22
7,24
7,25
7,26
7,28
7,29
7,31
7,32
7,37
7,38
7,40
7,42
7,45
7,46
7,49
7,50
7,52
7,53
7,57
7,59
7,64
7,65
7,66
7,69
7,70
7,71
7,72
7,73
7,74
7,75
7,77
7,84
7,85
7,86
7,88
7,93
7,97
7,98
7,99
7,103
7,104
7,105
7,106
7,108
7,112
7,114
7,117
7,118
7,120
7,122
7,124
7,126
7,127
7,129
7,132
7,134
7,135
7,136
7,139
7,140
7,141
7,144
7,145
7,149
8,10
8,12
8,14
8,18
8,19
8,22
8,28
8,30
8,33
8,34
8,35
8,36
8,38
8,41
8,43
8,45
8,46
8,54
8,55
8,56
8,62
8,64
8,66
8,67
8,69
8,70
8,71
8,73
8,77
8,79
8,81
8,82
8,84
8,87
8,89
8,90
8,93
8,94
8,96
8,98
8,99
8,103
8,104
8,105
8,106
8,114
8,118
8,122
8,125
8,126
8,127
8,128
8,129
8,133
8,135
8,136
8,137
8,139
8,140
8,141
8,142
8,143
8,144
8,145
8,147
9,10
9,12
9,14
9,15
9,16
9,17
9,18
9,21
9,22
9,23
9,26
9,27
9,28
9,29
9,36
9,37
9,39
9,44
9,45
9,47
9,48
9,50
9,53
9,55
9,57
9,60
9,61
9,62
9,64
9,65
9,67
9,75
9,76
9,77
9,81
9,82
9,87
9,88
9,89
9,94
9,96
9,102
9,106
9,110
9,111
9,113
9,116
9,118
9,120
9,122
9,125
9,127
9,130
9,131
9,133
9,134
9,136
9,138
9,142
9,144
9,145
9,146
9,148
10,11
10,14
10,15
10,21
10,23
10,25
10,26
10,28
10,31
10,32
10,33
10,34
10,36
10,37
10,38
10,39
10,43
10,44
10,48
10,51
10,54
10,61
10,65
10,66
10,68
10,69
10,72
10,74
10,78
10,80
10,82
10,83
10,84
10,85
10,86
10,88
10,92
10,93
10,96
10,98
10,101
10,102
10,103
10,104
10,105
10,107
10,109
10,113
10,115
10,116
10,122
10,123
10,124
10,127
10,128
10,129
10,130
10,132
10,133
10,137
10,141
10,143
10,144
10,145
10,149
11,12
11,16
11,20
11,21
11,24
11,25
11,26
11,28
11,29
11,30
11,31
11,33
11,34
11,36
11,38
11,41
11,42
11,43
11,45
11,46
11,51
11,53
11,56
11,57
11,65
11,67
11,68
11,69
11,70
11,71
11,74
11,77
11,78
11,79
11,80
11,81
11,84
11,86
11,89
11,92
11,96
11,97
11,100
11,101
11,103
11,111
11,112
11,115
11,116
11,118
11,119
11,122
11,123
11,124
11,130
11,131
11,133
11,135
11,137
11,140
11,142
11,143
11,145
11,146
12,14
12,16
12,17
12,18
12,19
12,20
12,23
12,25
12,27
12,28
12,31
12,33
12,35
12,36
12,39
12,40
12,44
12,47
12,49
12,54
12,55
